FilePath,SegmentPath,Class,Duration,Origin,Subset
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/5402400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/5402400C_6.0_9.0.wav,Long_FinnedPilotWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/5402400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/5402400C_9.0_12.0.wav,Long_FinnedPilotWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/5402400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/5402400C_12.0_15.0.wav,Long_FinnedPilotWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/5402400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/5402400C_15.0_18.0.wav,Long_FinnedPilotWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/5402400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/5402400C_18.0_21.0.wav,Long_FinnedPilotWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/5402400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/5402400C_21.0_24.0.wav,Long_FinnedPilotWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/5402400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/5402400C_24.0_27.0.wav,Long_FinnedPilotWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/5402400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/5402400C_27.0_30.0.wav,Long_FinnedPilotWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/5402400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/5402400C_30.0_33.0.wav,Long_FinnedPilotWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/5402400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/5402400C_33.0_36.0.wav,Long_FinnedPilotWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/5402400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/5402400C_36.0_39.0.wav,Long_FinnedPilotWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/5402400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/5402400C_39.0_42.0.wav,Long_FinnedPilotWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/5402400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/5402400C_42.0_45.0.wav,Long_FinnedPilotWhale,0.4493894389438944,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6403000T.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403000T_0_2.69.wav,KillerWhale,2.688,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801302T.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801302T_0_1.6.wav,CommonDolphin,1.6012395833333333,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9777300N.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777300N_0_0.95.wav,KillerWhale,0.9526940639269408,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230403L.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230403L_0_0.83.wav,KillerWhale,0.8322831050228311,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/HarborPorpoise/6107400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/6107400C_0.0_3.0.wav,HarborPorpoise,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/HarborPorpoise/6107400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/6107400C_3.0_6.0.wav,HarborPorpoise,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/HarborPorpoise/6107400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/6107400C_6.0_9.0.wav,HarborPorpoise,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/HarborPorpoise/6107400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/6107400C_9.0_12.0.wav,HarborPorpoise,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/HarborPorpoise/6107400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/6107400C_12.0_15.0.wav,HarborPorpoise,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/HarborPorpoise/6107400C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/6107400C_15.0_18.0.wav,HarborPorpoise,2.5,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702604O.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604O_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702604O.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604O_3.0_6.0.wav,CommonDolphin,0.1416,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Grampus_Risso'sDolphin/94201012.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/94201012_0_1.88.wav,Grampus_Risso'sDolphin,1.8839495798319328,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9774900Q.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774900Q_0_1.0.wav,KillerWhale,0.9973972602739726,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702700W.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702700W_0_1.31.wav,CommonDolphin,1.3055775577557756,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/StripedDolphin/8501201I.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501201I_0_1.06.wav,StripedDolphin,1.0604901960784314,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9776600M.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776600M_0_1.33.wav,KillerWhale,1.32675799086758,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/58014001.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58014001_0_1.84.wav,CommonDolphin,1.835079726651481,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/64025003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/64025003_0_2.4.wav,KillerWhale,2.39975,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/StripedDolphin/8501204O.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501204O_0_1.67.wav,StripedDolphin,1.6689093137254902,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/7500305X.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500305X_0_1.84.wav,CommonDolphin,1.8395833333333331,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6001200M.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6001200M_0_1.75.wav,KillerWhale,1.750875,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230400M.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230400M_0_1.78.wav,KillerWhale,1.778538812785388,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9774900F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774900F_0_1.64.wav,KillerWhale,1.6355251141552511,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/7500400B.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/7500400B_0_1.64.wav,Long_FinnedPilotWhale,1.6425122549019608,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97743001.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97743001_0_1.1.wav,KillerWhale,1.104,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6403000N.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403000N_0_1.16.wav,KillerWhale,1.1648,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/92304020.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92304020_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/92304020.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92304020_3.0_6.0.wav,KillerWhale,0.523972602739726,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/7501206P.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/7501206P_0_2.6.wav,Long_FinnedPilotWhale,2.5990396158463387,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/StripedDolphin/8501203W.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501203W_0_0.86.wav,StripedDolphin,0.8602941176470589,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Grampus_Risso'sDolphin/8700400N.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/8700400N_0_0.62.wav,Grampus_Risso'sDolphin,0.6234375,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97503006.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97503006_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97503006.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97503006_3.0_6.0.wav,KillerWhale,0.5053881278538813,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Grampus_Risso'sDolphin/5903002U.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/5903002U_0_0.61.wav,Grampus_Risso'sDolphin,0.609375,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/StripedDolphin/8501204H.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501204H_0_1.89.wav,StripedDolphin,1.887352941176471,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/7703400G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/7703400G_0_0.61.wav,Long_FinnedPilotWhale,0.61171875,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/7501106K.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/7501106K_0_1.95.wav,Long_FinnedPilotWhale,1.9466746698679471,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97747002.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97747002_0_1.14.wav,KillerWhale,1.136,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/894050DW.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050DW_0_0.5.wav,KillerWhale,0.4968949771689497,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/77028011.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/77028011_0_0.69.wav,Long_FinnedPilotWhale,0.69140625,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97764002.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97764002_0_1.38.wav,KillerWhale,1.382283105022831,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9769200B.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9769200B_0_2.44.wav,KillerWhale,2.441735159817352,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420106G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420106G_0_0.37.wav,BottlenoseDolphin,0.371344537815126,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6403000R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403000R_0_2.04.wav,KillerWhale,2.0412,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/7501206H.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/7501206H_0_2.73.wav,Long_FinnedPilotWhale,2.729573829531813,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/7501203W.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/7501203W_0_2.56.wav,Long_FinnedPilotWhale,2.560924369747899,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6403104Q.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403104Q_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6403104Q.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403104Q_3.0_6.0.wav,KillerWhale,0.13785,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9776900F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776900F_0_1.07.wav,KillerWhale,1.072511415525114,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6403104G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403104G_0_2.28.wav,KillerWhale,2.284575,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9776101M.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776101M_0_0.88.wav,KillerWhale,0.8774429223744292,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/StripedDolphin/8500700Q.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8500700Q_0_2.03.wav,StripedDolphin,2.0324877450980394,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/8700302A.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700302A_0_0.48.wav,CommonDolphin,0.4776299797434166,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6002600G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002600G_0_1.42.wav,KillerWhale,1.4203125,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801302U.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801302U_0_1.88.wav,CommonDolphin,1.8755572916666667,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/64031014.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/64031014_0_2.34.wav,KillerWhale,2.3355,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/StripedDolphin/7200701E.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200701E_0.0_3.0.wav,StripedDolphin,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/StripedDolphin/7200701E.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200701E_3.0_6.0.wav,StripedDolphin,0.2598079231692677,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97774005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97774005_0_1.97.wav,KillerWhale,1.974566210045662,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/58014007.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58014007_0_0.14.wav,CommonDolphin,0.1409567198177676,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/StripedDolphin/85007010.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85007010_0_2.77.wav,StripedDolphin,2.7713848039215687,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97747003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97747003_0_1.34.wav,KillerWhale,1.3408,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/StripedDolphin/7500300E.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7500300E_0_0.6.wav,StripedDolphin,0.6049509803921569,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/StripedDolphin/7200701T.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200701T_0_2.68.wav,StripedDolphin,2.6807202881152463,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702602B.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602B_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702602B.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602B_3.0_6.0.wav,CommonDolphin,2.258,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801401S.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801401S_0_1.44.wav,CommonDolphin,1.4350797266514803,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420107B.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420107B_0_0.53.wav,BottlenoseDolphin,0.5315126050420168,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/StripedDolphin/7500503J.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7500503J_0.0_3.0.wav,StripedDolphin,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/StripedDolphin/7500503J.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7500503J_3.0_6.0.wav,StripedDolphin,0.252375,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/9420108M.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/9420108M_0_1.77.wav,Long_FinnedPilotWhale,1.772352941176471,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230202F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230202F_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230202F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230202F_3.0_6.0.wav,KillerWhale,1.5357534246575342,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Grampus_Risso'sDolphin/8700400D.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/8700400D_0_0.56.wav,Grampus_Risso'sDolphin,0.56484375,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6002607Q.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002607Q_0_1.0.wav,KillerWhale,1.0015859030837004,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/75011067.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/75011067_0_2.11.wav,Long_FinnedPilotWhale,2.110720288115246,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9761900R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9761900R_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9761900R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9761900R_3.0_6.0.wav,KillerWhale,0.2342009132420091,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/7501104O.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/7501104O_0.0_3.0.wav,Long_FinnedPilotWhale,3.0,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/7501104O.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/7501104O_3.0_6.0.wav,Long_FinnedPilotWhale,0.266374549819928,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9750401E.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750401E_0_2.21.wav,KillerWhale,2.2051141552511417,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97692026.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97692026_0_0.62.wav,KillerWhale,0.6195433789954338,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/58001010.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/58001010_0_2.84.wav,Long_FinnedPilotWhale,2.84155,Watkins Marine Mammals,train
../../Dataset/Audios/Watkins Marine Mammals/Full/Long_FinnedPilotWhale/7500403G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/Long_FinnedPilotWhale/7500403G_0_2.0.wav,Long_FinnedPilotWhale,1.9971813725490195,Watkins Marine Mammals,train
