FilePath,File,Class,Duration,Origin,Set
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/89514014.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/89514014_0_1.3.wav,BottlenoseDolphin,1.303125,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420104J.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420104J_0_0.96.wav,BottlenoseDolphin,0.9627731092436976,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420105E.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420105E_0_1.29.wav,BottlenoseDolphin,1.2872268907563025,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420104Y.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420104Y_0_1.74.wav,BottlenoseDolphin,1.741953781512605,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/94201059.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/94201059_0_1.42.wav,BottlenoseDolphin,1.4201470588235294,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/89514016.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/89514016_0_1.3.wav,BottlenoseDolphin,1.303125,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/84228A0K.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/84228A0K_0_0.71.wav,BottlenoseDolphin,0.71015625,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420104V.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420104V_0_0.96.wav,BottlenoseDolphin,0.9584243697478992,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420107D.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420107D_0_0.22.wav,BottlenoseDolphin,0.2174369747899159,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/94201072.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/94201072_0_0.38.wav,BottlenoseDolphin,0.3817226890756302,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/94201067.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/94201067_0_0.9.wav,BottlenoseDolphin,0.9044327731092436,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420104T.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420104T_0_0.62.wav,BottlenoseDolphin,0.6156302521008403,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/94201070.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/94201070_0_0.25.wav,BottlenoseDolphin,0.2512605042016806,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420106X.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420106X_0_0.71.wav,BottlenoseDolphin,0.7102941176470589,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/5600600G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/5600600G_0_0.74.wav,BottlenoseDolphin,0.7404620462046204,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420104Z.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420104Z_0_1.6.wav,BottlenoseDolphin,1.5950420168067228,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/84228002.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/84228002_0_1.13.wav,BottlenoseDolphin,1.134375,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420105M.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420105M_0_1.57.wav,BottlenoseDolphin,1.5740546218487397,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/89514015.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/89514015_0_1.3.wav,BottlenoseDolphin,1.303125,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801401D.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801401D_0_1.06.wav,CommonDolphin,1.0629157175398634,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702603L.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702603L_3.0_6.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/8700301R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700301R_0_1.74.wav,CommonDolphin,1.739054692775152,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801300Y.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801300Y_3.0_6.0.wav,CommonDolphin,0.6305506607929515,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702605F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702605F_0_1.42.wav,CommonDolphin,1.4204,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702600K.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702600K_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/8700302N.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700302N_3.0_6.0.wav,CommonDolphin,0.9459419311276164,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801301E.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801301E_0_2.79.wav,CommonDolphin,2.79204845814978,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/7500303E.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500303E_0_0.42.wav,CommonDolphin,0.4189828431372549,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702604L.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604L_0_2.61.wav,CommonDolphin,2.6112,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801400R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801400R_0_2.02.wav,CommonDolphin,2.0236446469248293,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702603H.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702603H_3.0_6.0.wav,CommonDolphin,0.348125,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801403V.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801403V_0_1.47.wav,CommonDolphin,1.4695216400911162,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702601G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702601G_0_1.56.wav,CommonDolphin,1.56455,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702606J.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702606J_0_1.14.wav,CommonDolphin,1.141875,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702603L.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702603L_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801300Y.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801300Y_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/58014048.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58014048_0_2.02.wav,CommonDolphin,2.0205922551252846,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702604C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604C_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702602G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602G_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801404R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_51.0_54.0.wav,CommonDolphin,2.0381518151815183,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801403Y.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801403Y_0_2.54.wav,CommonDolphin,2.5366742596810936,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702602D.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602D_0_2.88.wav,CommonDolphin,2.87995,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702602G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602G_3.0_6.0.wav,CommonDolphin,2.9272,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/7500304M.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500304M_0_2.62.wav,CommonDolphin,2.623455882352941,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801403W.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801403W_0_2.03.wav,CommonDolphin,2.0293394077448745,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801404R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_21.0_24.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702604C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604C_3.0_6.0.wav,CommonDolphin,0.6312,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801400V.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801400V_0_1.35.wav,CommonDolphin,1.3456719817767653,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702604D.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604D_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702602Z.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602Z_0_1.89.wav,CommonDolphin,1.887125,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801402O.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801402O_0_1.81.wav,CommonDolphin,1.812118451025057,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/57026022.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026022_0_1.54.wav,CommonDolphin,1.5408,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801404R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_42.0_45.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702602O.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602O_3.0_6.0.wav,CommonDolphin,1.86365,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/8700300C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700300C_0_1.42.wav,CommonDolphin,1.41796875,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/57026035.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026035_0_2.85.wav,CommonDolphin,2.84895,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/75003056.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/75003056_0_0.99.wav,CommonDolphin,0.9859803921568628,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/75003041.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/75003041_0_2.31.wav,CommonDolphin,2.308529411764706,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702601O.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702601O_0_1.54.wav,CommonDolphin,1.5408,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702603H.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702603H_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702603R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702603R_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702607J.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702607J_0_1.9.wav,CommonDolphin,1.8972,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/57026008.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026008_3.0_6.0.wav,CommonDolphin,0.12795,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/57026046.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026046_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/7500304G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500304G_0_2.29.wav,CommonDolphin,2.2903186274509806,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801401T.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801401T_0_0.97.wav,CommonDolphin,0.9658769931662872,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801404R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_48.0_51.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/7500304Q.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500304Q_0_0.22.wav,CommonDolphin,0.2206985294117647,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/7500305E.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500305E_0_0.7.wav,CommonDolphin,0.6979411764705883,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/8700301L.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700301L_0_1.22.wav,CommonDolphin,1.2218095881161375,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801404R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_6.0_9.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/75003043.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/75003043_0_1.95.wav,CommonDolphin,1.9524264705882357,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/57026008.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026008_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702604D.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604D_3.0_6.0.wav,CommonDolphin,0.6856,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801400F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801400F_0_0.87.wav,CommonDolphin,0.8747608200455581,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/58013002.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58013002_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702600L.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702600L_0_1.56.wav,CommonDolphin,1.5557,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/57026049.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026049_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702604U.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604U_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/7500302P.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500302P_0_0.97.wav,CommonDolphin,0.9749142156862745,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/8700300L.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700300L_0_1.42.wav,CommonDolphin,1.41796875,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/8700301Y.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700301Y_0_0.77.wav,CommonDolphin,0.7738690074274139,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/57026049.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026049_3.0_6.0.wav,CommonDolphin,1.08,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/58014029.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58014029_0_1.76.wav,CommonDolphin,1.7578132118451024,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/7500302R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500302R_0_0.89.wav,CommonDolphin,0.8885294117647059,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/87003007.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/87003007_0_1.42.wav,CommonDolphin,1.41796875,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702604E.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604E_3.0_6.0.wav,CommonDolphin,0.5904,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801401I.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801401I_3.0_6.0.wav,CommonDolphin,2.0443280182232346,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801300F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801300F_0_2.47.wav,CommonDolphin,2.4723568281938326,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/58013002.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58013002_3.0_6.0.wav,CommonDolphin,0.6587885462555066,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/57026070.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026070_0_0.96.wav,CommonDolphin,0.957825,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/58013012.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58013012_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/8700301V.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700301V_0_2.56.wav,CommonDolphin,2.560594193112762,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/87003018.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/87003018_3.0_6.0.wav,CommonDolphin,0.2048953409858203,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801404R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_3.0_6.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/8700302L.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700302L_0_0.42.wav,CommonDolphin,0.4160769750168805,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801401I.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801401I_0.0_3.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5702601J.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702601J_0_2.61.wav,CommonDolphin,2.60545,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801404R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_9.0_12.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801300L.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801300L_0_2.75.wav,CommonDolphin,2.747621145374449,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/5801404R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_30.0_33.0.wav,CommonDolphin,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/CommonDolphin/8700302G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700302G_0_0.48.wav,CommonDolphin,0.4754490209318028,Watkins Marine Mammals,Test
