SegmentedAudioPath,OriginalAudioPath,StartSecond,EndSecond,Class
../Dataset/Audios/SegmentedAudios/BatidaClicksRapidaCascabel/channelA_2024-05-28_01-26-24_28.0_29.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,28.0,29.0,BatidaClicksRapidaCascabel
../Dataset/Audios/SegmentedAudios/BatidaClicksRapidaCascabel/channelA_2024-05-28_01-27-24_34.0_36.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,34.0,36.0,BatidaClicksRapidaCascabel
../Dataset/Audios/SegmentedAudios/BatidaClicksRapidaCascabel/channelA_2024-05-28_01-28-24_55.0_0.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-28-24.wav,55.0,0.0,BatidaClicksRapidaCascabel
../Dataset/Audios/SegmentedAudios/BatidaClicksRapidaCascabel/channelA_2024-05-28_01-27-24_3.0_3.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,3.0,3.0,BatidaClicksRapidaCascabel
../Dataset/Audios/SegmentedAudios/BatidaClicksRapidaCascabel/channelA_2024-05-28_01-27-24_31.0_31.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,31.0,31.0,BatidaClicksRapidaCascabel
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_00-45-24_18.0_22.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-45-24.wav,18.0,22.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_00-45-24_59.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-45-24.wav,59.0,59.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_00-49-24_45.0_50.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-49-24.wav,45.0,50.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-00-24_10.0_14.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-00-24.wav,10.0,14.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-00-24_32.0_33.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-00-24.wav,32.0,33.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-02-24_11.0_15.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-02-24.wav,11.0,15.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-02-24_20.0_22.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-02-24.wav,20.0,22.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-02-24_25.0_26.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-02-24.wav,25.0,26.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-02-24_38.0_41.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-02-24.wav,38.0,41.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-03-24_30.0_31.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-03-24.wav,30.0,31.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-03-24_40.0_42.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-03-24.wav,40.0,42.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-12-24_36.0_38.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-12-24.wav,36.0,38.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-14-24_42.0_44.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-14-24.wav,42.0,44.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-20-24_2.0_2.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-20-24.wav,2.0,2.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-20-24_23.0_24.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-20-24.wav,23.0,24.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-22-24_39.0_40.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-22-24.wav,39.0,40.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-23-24_10.0_10.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-23-24.wav,10.0,10.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-29-24_55.0_55.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-29-24.wav,55.0,55.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-29-24_58.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-29-24.wav,58.0,59.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-30-24_1.0_3.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-30-24.wav,1.0,3.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-34-24_5.0_6.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-34-24.wav,5.0,6.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_02-01-24_0.0_2.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-01-24.wav,0.0,2.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_02-01-24_9.0_10.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-01-24.wav,9.0,10.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_02-01-24_13.0_14.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-01-24.wav,13.0,14.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_02-05-24_9.0_10.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-05-24.wav,9.0,10.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_02-20-24_3.0_4.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-20-24.wav,3.0,4.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_02-31-24_19.0_21.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-31-24.wav,19.0,21.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_02-34-24_15.0_16.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-34-24.wav,15.0,16.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_03-29-24_36.0_37.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_03-29-24.wav,36.0,37.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_03-56-24_43.0_45.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_03-56-24.wav,43.0,45.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_03-57-24_46.0_47.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_03-57-24.wav,46.0,47.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_04-00-24_46.0_46.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_04-00-24.wav,46.0,46.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_04-02-24_58.0_58.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_04-02-24.wav,58.0,58.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_04-46-24_0.0_0.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_04-46-24.wav,0.0,0.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_04-50-24_1.0_1.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_04-50-24.wav,1.0,1.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_04-52-24_4.0_11.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_04-52-24.wav,4.0,11.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_04-52-24_13.0_14.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_04-52-24.wav,13.0,14.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_04-57-24_42.0_44.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_04-57-24.wav,42.0,44.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_04-59-24_36.0_36.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_04-59-24.wav,36.0,36.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_05-06-24_1.0_2.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_05-06-24.wav,1.0,2.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_05-07-24_24.0_25.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_05-07-24.wav,24.0,25.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-02-24_0.0_1.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-02-24.wav,0.0,1.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-03-24_23.0_24.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-03-24.wav,23.0,24.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-03-24_45.0_46.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-03-24.wav,45.0,46.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-04-24_19.0_20.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-04-24.wav,19.0,20.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-04-24_26.0_27.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-04-24.wav,26.0,27.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-04-24_33.0_34.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-04-24.wav,33.0,34.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-16-24_44.0_44.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-16-24.wav,44.0,44.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-18-24_42.0_44.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-18-24.wav,42.0,44.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-34-24_25.0_28.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-34-24.wav,25.0,28.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-34-24_30.0_33.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-34-24.wav,30.0,33.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-34-24_35.0_37.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-34-24.wav,35.0,37.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-39-24_28.0_29.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-39-24.wav,28.0,29.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-40-24_14.0_16.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-40-24.wav,14.0,16.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-40-24_25.0_26.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-40-24.wav,25.0,26.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-40-24_46.0_48.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-40-24.wav,46.0,48.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-40-24_50.0_52.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-40-24.wav,50.0,52.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-40-24_54.0_55.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-40-24.wav,54.0,55.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-44-24_17.0_18.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-44-24.wav,17.0,18.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-44-24_41.0_42.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-44-24.wav,41.0,42.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_12-01-24_32.0_33.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-01-24.wav,32.0,33.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_12-01-24_35.0_36.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-01-24.wav,35.0,36.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_12-10-24_29.0_31.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-10-24.wav,29.0,31.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_12-20-24_46.0_48.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-20-24.wav,46.0,48.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_12-36-24_44.0_45.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-36-24.wav,44.0,45.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_12-53-24_13.0_14.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-53-24.wav,13.0,14.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_12-53-24_31.0_32.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-53-24.wav,31.0,32.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_12-59-24_16.0_17.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-59-24.wav,16.0,17.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_16-47-24_1.0_2.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_16-47-24.wav,1.0,2.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_20-00-24_13.0_15.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_20-00-24.wav,13.0,15.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_20-01-24_11.0_12.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_20-01-24.wav,11.0,12.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_20-01-24_20.0_20.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_20-01-24.wav,20.0,20.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_20-01-24_26.0_26.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_20-01-24.wav,26.0,26.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_20-01-24_37.0_41.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_20-01-24.wav,37.0,41.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_20-03-24_49.0_50.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_20-03-24.wav,49.0,50.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_20-20-24_8.0_9.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_20-20-24.wav,8.0,9.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_20-28-24_6.0_8.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_20-28-24.wav,6.0,8.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_20-28-24_15.0_16.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_20-28-24.wav,15.0,16.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_20-53-24_12.0_12.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_20-53-24.wav,12.0,12.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_20-53-24_15.0_16.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_20-53-24.wav,15.0,16.0,Breath1KHz
