SegmentedAudioPath,OriginalAudioPath,StartSecond,EndSecond,Class
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_00-45-24_18.0_22.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-45-24.wav,18.0,22.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_00-45-24_59.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-45-24.wav,59.0,59.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_00-37-24_18.0_19.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-37-24.wav,18.0,19.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_00-37-24_25.0_28.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-37-24.wav,25.0,28.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_00-37-24_31.0_33.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-37-24.wav,31.0,33.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_00-37-24_36.0_37.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-37-24.wav,36.0,37.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-27_23-59-24_3.0_3.0.wav,../Dataset/Audios/Full/channelA_2024-05-27_23-59-24.wav,3.0,3.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-27_23-59-24_9.0_10.0.wav,../Dataset/Audios/Full/channelA_2024-05-27_23-59-24.wav,9.0,10.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-27_23-59-24_14.0_15.0.wav,../Dataset/Audios/Full/channelA_2024-05-27_23-59-24.wav,14.0,15.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-27_23-59-24_40.0_42.0.wav,../Dataset/Audios/Full/channelA_2024-05-27_23-59-24.wav,40.0,42.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-27_23-59-24_53.0_53.0.wav,../Dataset/Audios/Full/channelA_2024-05-27_23-59-24.wav,53.0,53.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_00-00-24_58.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-00-24.wav,58.0,59.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_00-14-24_29.0_30.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-14-24.wav,29.0,30.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_00-14-24_47.0_47.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-14-24.wav,47.0,47.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_00-14-24_49.0_49.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-14-24.wav,49.0,49.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_00-30-24_40.0_40.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-30-24.wav,40.0,40.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_00-30-24_58.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-30-24.wav,58.0,59.0,Breath1KHz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-46-24_21.0_23.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-46-24.wav,21.0,23.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-45-24_44.0_44.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-45-24.wav,44.0,44.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-45-24_53.0_53.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-45-24.wav,53.0,53.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-45-24_56.0_56.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-45-24.wav,56.0,56.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-45-24_58.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-45-24.wav,58.0,59.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-37-24_10.0_10.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-37-24.wav,10.0,10.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-27_23-59-24_4.0_4.0.wav,../Dataset/Audios/Full/channelA_2024-05-27_23-59-24.wav,4.0,4.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-27_23-59-24_13.0_13.0.wav,../Dataset/Audios/Full/channelA_2024-05-27_23-59-24.wav,13.0,13.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-00-24_5.0_5.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-00-24.wav,5.0,5.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-00-24_12.0_12.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-00-24.wav,12.0,12.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-00-24_39.0_40.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-00-24.wav,39.0,40.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-00-24_46.0_46.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-00-24.wav,46.0,46.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-00-24_49.0_49.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-00-24.wav,49.0,49.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-01-24_37.0_37.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-01-24.wav,37.0,37.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-01-24_47.0_48.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-01-24.wav,47.0,48.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-01-24_54.0_55.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-01-24.wav,54.0,55.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-02-24_3.0_3.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-02-24.wav,3.0,3.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-02-24_6.0_6.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-02-24.wav,6.0,6.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-02-24_35.0_35.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-02-24.wav,35.0,35.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-02-24_40.0_40.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-02-24.wav,40.0,40.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-02-24_47.0_47.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-02-24.wav,47.0,47.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-03-24_2.0_2.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-03-24.wav,2.0,2.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-03-24_7.0_7.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-03-24.wav,7.0,7.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-03-24_9.0_10.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-03-24.wav,9.0,10.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-03-24_26.0_26.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-03-24.wav,26.0,26.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-03-24_50.0_54.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-03-24.wav,50.0,54.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-03-24_58.0_58.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-03-24.wav,58.0,58.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-04-24_4.0_5.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-04-24.wav,4.0,5.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-04-24_10.0_11.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-04-24.wav,10.0,11.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-04-24_18.0_19.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-04-24.wav,18.0,19.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-04-24_25.0_25.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-04-24.wav,25.0,25.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-04-24_27.0_27.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-04-24.wav,27.0,27.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-04-24_49.0_49.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-04-24.wav,49.0,49.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-04-24_51.0_51.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-04-24.wav,51.0,51.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-05-24_23.0_23.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-05-24.wav,23.0,23.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-06-24_33.0_33.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-06-24.wav,33.0,33.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-06-24_35.0_35.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-06-24.wav,35.0,35.0,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_00-51-24_13.0_13.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-51-24.wav,13.0,13.0,CLICK
../Dataset/Audios/SegmentedAudios/EmbarcacionCercana/channelA_2024-05-28_00-26-24_11.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-26-24.wav,11.0,59.0,EmbarcacionCercana
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_00-25-24_10.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-25-24.wav,10.0,59.0,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_00-26-24_0.0_10.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-26-24.wav,0.0,10.0,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_00-27-24_16.0_40.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-27-24.wav,16.0,40.0,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_00-47-24_34.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-47-24.wav,34.0,59.0,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_00-48-24_0.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-48-24.wav,0.0,59.0,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_00-49-24_0.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-49-24.wav,0.0,59.0,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_02-34-24_26.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-34-24.wav,26.0,59.0,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_00-14-24_21.0_22.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-14-24.wav,21.0,22.0,Golpe
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_00-52-24_53.0_54.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-52-24.wav,53.0,54.0,Golpe
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_00-55-24_27.0_27.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-55-24.wav,27.0,27.0,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-34-24_20.0_22.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-34-24.wav,20.0,22.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_00-46-24_13.0_13.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-46-24.wav,13.0,13.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_00-51-24_2.0_2.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-51-24.wav,2.0,2.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_00-51-24_54.0_54.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-51-24.wav,54.0,54.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_00-55-24_30.0_30.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-55-24.wav,30.0,30.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-02-24_2.0_5.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-02-24.wav,2.0,5.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-02-24_10.0_11.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-02-24.wav,10.0,11.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-02-24_21.0_23.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-02-24.wav,21.0,23.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-03-24_28.0_30.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-03-24.wav,28.0,30.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-05-24_11.0_11.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-05-24.wav,11.0,11.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-05-24_13.0_13.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-05-24.wav,13.0,13.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-05-24_16.0_16.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-05-24.wav,16.0,16.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-10-24_8.0_9.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-10-24.wav,8.0,9.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-10-24_11.0_11.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-10-24.wav,11.0,11.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-10-24_15.0_20.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-10-24.wav,15.0,20.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-10-24_28.0_29.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-10-24.wav,28.0,29.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-15-24_55.0_56.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-15-24.wav,55.0,56.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-15-24_58.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-15-24.wav,58.0,59.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-17-24_38.0_41.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-17-24.wav,38.0,41.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-20-24_4.0_6.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-20-24.wav,4.0,6.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-20-24_11.0_12.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-20-24.wav,11.0,12.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-20-24_27.0_32.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-20-24.wav,27.0,32.0,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_02-20-24_37.0_40.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_02-20-24.wav,37.0,40.0,Toque
../Dataset/Audios/SegmentedAudios/UNKNOWN3_BUBBLE_1kHz/channelA_2024-05-28_00-01-24_35.0_36.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-01-24.wav,35.0,36.0,UNKNOWN3_BUBBLE_1kHz
../Dataset/Audios/SegmentedAudios/UNKNOWN3_BUBBLE_1kHz/channelA_2024-05-28_00-02-24_21.0_22.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-02-24.wav,21.0,22.0,UNKNOWN3_BUBBLE_1kHz
../Dataset/Audios/SegmentedAudios/UNKNOWN3_BUBBLE_1kHz/channelA_2024-05-28_00-37-24_6.0_7.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-37-24.wav,6.0,7.0,UNKNOWN3_BUBBLE_1kHz
../Dataset/Audios/SegmentedAudios/UNKNOWN3_BUBBLE_1kHz/channelA_2024-05-28_00-46-24_3.0_3.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-46-24.wav,3.0,3.0,UNKNOWN3_BUBBLE_1kHz
../Dataset/Audios/SegmentedAudios/UNKNOWN3_BUBBLE_1kHz/channelA_2024-05-28_00-51-24_12.0_12.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-51-24.wav,12.0,12.0,UNKNOWN3_BUBBLE_1kHz
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_00-37-24_16.0_16.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-37-24.wav,16.0,16.0,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_00-37-24_23.0_23.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-37-24.wav,23.0,23.0,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_00-37-24_39.0_39.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-37-24.wav,39.0,39.0,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_00-45-24_45.0_45.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-45-24.wav,45.0,45.0,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_00-45-24_56.0_56.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-45-24.wav,56.0,56.0,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_00-51-24_22.0_22.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-51-24.wav,22.0,22.0,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_00-55-24_8.0_8.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-55-24.wav,8.0,8.0,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_00-55-24_23.0_23.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-55-24.wav,23.0,23.0,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_00-55-24_39.0_39.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-55-24.wav,39.0,39.0,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_00-55-24_48.0_48.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-55-24.wav,48.0,48.0,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_00-55-24_53.0_53.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_00-55-24.wav,53.0,53.0,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/UNKNOWN7_EXPLOSION/channelA_2024-05-29_05-21-24_30.0_32.0.wav,../Dataset/Audios/Full/channelA_2024-05-29_05-21-24.wav,30.0,32.0,UNKNOWN7_EXPLOSION
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-16-24_40.0_40.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-16-24.wav,40.0,40.0,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-16-24_42.0_43.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-16-24.wav,42.0,43.0,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-16-24_45.0_46.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-16-24.wav,45.0,46.0,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-16-24_51.0_51.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-16-24.wav,51.0,51.0,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-16-24_55.0_55.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-16-24.wav,55.0,55.0,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-24-24_6.0_11.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,6.0,11.0,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-24-24_19.0_20.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,19.0,20.0,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-24-24_24.0_24.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,24.0,24.0,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-24-24_27.0_28.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,27.0,28.0,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-24-24_32.0_33.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,32.0,33.0,Whistle
