FilePath,File,Class,Duration,Origin,Set
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_264.0_267.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033003_297.0_300.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420104C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420104C_0_1.27.wav,BottlenoseDolphin,1.267016806722689,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_288.0_291.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/94201079.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/94201079_0_0.65.wav,BottlenoseDolphin,0.6474789915966387,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_177.0_180.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_273.0_276.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_78.0_81.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_321.0_324.0.wav,BottlenoseDolphin,1.953775,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_183.0_186.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/94201057.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/94201057_0_1.04.wav,BottlenoseDolphin,1.042373949579832,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_219.0_222.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420106K.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420106K_0_0.83.wav,BottlenoseDolphin,0.8309243697478992,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_168.0_171.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420107C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420107C_0_0.57.wav,BottlenoseDolphin,0.5701680672268907,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_174.0_177.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_159.0_162.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033003_102.0_105.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/84228A0J.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/84228A0J_0_1.12.wav,BottlenoseDolphin,1.125,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_6.0_9.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_261.0_264.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_48.0_51.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033003_294.0_297.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420105C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420105C_0_1.56.wav,BottlenoseDolphin,1.560063025210084,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_147.0_150.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/94201050.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/94201050_0_1.4.wav,BottlenoseDolphin,1.399159663865546,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/89514012.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/89514012_0_1.3.wav,BottlenoseDolphin,1.303125,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_315.0_318.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/94201074.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/94201074_0_0.5.wav,BottlenoseDolphin,0.4976890756302521,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420107L.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420107L_0_0.63.wav,BottlenoseDolphin,0.6329831932773109,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033003_30.0_33.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420106G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420106G_0_0.37.wav,BottlenoseDolphin,0.371344537815126,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_6.0_9.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420104W.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420104W_0_1.59.wav,BottlenoseDolphin,1.588046218487395,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_21.0_24.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_117.0_120.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_255.0_258.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/94201066.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/94201066_0_1.08.wav,BottlenoseDolphin,1.07890756302521,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_18.0_21.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033003_213.0_216.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033003_189.0_192.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_276.0_279.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_24.0_27.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033003_135.0_138.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_243.0_246.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033003_261.0_264.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_75.0_78.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_57.0_60.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/51041C01.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/51041C01_0_0.97.wav,BottlenoseDolphin,0.9715333333333334,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_297.0_300.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033003_147.0_150.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_144.0_147.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_123.0_126.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_15.0_18.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_87.0_90.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/89514002.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/89514002_0_1.12.wav,BottlenoseDolphin,1.125,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420106L.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420106L_0_0.4.wav,BottlenoseDolphin,0.3979831932773109,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/89514001.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/89514001_0_1.12.wav,BottlenoseDolphin,1.125,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_228.0_231.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_120.0_123.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033003_18.0_21.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_21.0_24.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_0.0_3.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_147.0_150.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_30.0_33.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420104B.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420104B_0_1.56.wav,BottlenoseDolphin,1.5615126050420167,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_42.0_45.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_201.0_204.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_54.0_57.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/9420106J.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/9420106J_0_0.73.wav,BottlenoseDolphin,0.7341176470588235,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_228.0_231.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033003_24.0_27.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033005.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033005_231.0_234.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033003_291.0_294.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033004_246.0_249.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033003_54.0_57.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033003_252.0_255.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
../../Dataset/Audios/Watkins Marine Mammals/Full/BottlenoseDolphin/90033003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/BottlenoseDolphin/90033003_99.0_102.0.wav,BottlenoseDolphin,3.0,Watkins Marine Mammals,Train
