Path,Segment,StartSecond,EndSecond,Breath1KHz,Whistle,Golpe,Batida,BatidaClicks,BatidaClicksRapidaCascabel,Toque,EmbarcacionLejana,EmbarcacionCercana,CLICK,UNKNOWN1,UNKNOWN2200Hz,UNKNOWN3_BUBBLE_1kHz,UNKNOWN4_GOLPE_150Hz,UNKNOWN5_INTERMITENTE,UNKNOWN6_PINPON,UNKNOWN7_EXPLOSION,UNKNOWN8_OLEAJE,Class,NumClasses,SegmentPath,Subset
channelA_2024-05-28_00-43-24.wav,15,45,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-43-24_45_48.wav,val
channelA_2024-05-28_00-43-24.wav,16,48,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-43-24_48_51.wav,val
channelA_2024-05-28_00-43-24.wav,17,51,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-43-24_51_54.wav,val
channelA_2024-05-28_00-43-24.wav,18,54,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-43-24_54_57.wav,val
channelA_2024-05-28_00-43-24.wav,19,57,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-43-24_57_60.wav,val
channelA_2024-05-28_00-44-24.wav,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_0_3.wav,val
channelA_2024-05-28_00-44-24.wav,1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_3_6.wav,val
channelA_2024-05-28_00-44-24.wav,2,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_6_9.wav,val
channelA_2024-05-28_00-44-24.wav,3,9,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_9_12.wav,val
channelA_2024-05-28_00-44-24.wav,4,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_12_15.wav,val
channelA_2024-05-28_00-44-24.wav,5,15,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_15_18.wav,val
channelA_2024-05-28_00-44-24.wav,6,18,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_18_21.wav,val
channelA_2024-05-28_00-44-24.wav,7,21,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_21_24.wav,val
channelA_2024-05-28_00-44-24.wav,8,24,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_24_27.wav,val
channelA_2024-05-28_00-44-24.wav,9,27,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_27_30.wav,val
channelA_2024-05-28_00-44-24.wav,10,30,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_30_33.wav,val
channelA_2024-05-28_00-44-24.wav,11,33,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_33_36.wav,val
channelA_2024-05-28_00-44-24.wav,12,36,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_36_39.wav,val
channelA_2024-05-28_00-44-24.wav,13,39,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['CLICK'],1,channelA_2024-05-28_00-44-24_39_42.wav,val
channelA_2024-05-28_00-44-24.wav,14,42,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['CLICK'],1,channelA_2024-05-28_00-44-24_42_45.wav,val
channelA_2024-05-28_00-44-24.wav,15,45,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_45_48.wav,val
channelA_2024-05-28_00-44-24.wav,16,48,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_48_51.wav,val
channelA_2024-05-28_00-44-24.wav,17,51,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['CLICK'],1,channelA_2024-05-28_00-44-24_51_54.wav,val
channelA_2024-05-28_00-44-24.wav,18,54,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_54_57.wav,val
channelA_2024-05-28_00-44-24.wav,19,57,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-44-24_57_60.wav,val
channelA_2024-05-28_00-45-24.wav,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-45-24_0_3.wav,val
channelA_2024-05-28_00-45-24.wav,1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-45-24_3_6.wav,val
channelA_2024-05-28_00-45-24.wav,2,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-45-24_6_9.wav,val
channelA_2024-05-28_00-45-24.wav,3,9,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-45-24_9_12.wav,val
channelA_2024-05-28_00-45-24.wav,4,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-45-24_12_15.wav,val
channelA_2024-05-28_00-45-24.wav,5,15,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-45-24_15_18.wav,val
channelA_2024-05-28_00-45-24.wav,6,18,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Breath1KHz'],1,channelA_2024-05-28_00-45-24_18_21.wav,val
channelA_2024-05-28_00-45-24.wav,7,21,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Breath1KHz'],1,channelA_2024-05-28_00-45-24_21_24.wav,val
channelA_2024-05-28_00-45-24.wav,8,24,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-45-24_24_27.wav,val
channelA_2024-05-28_00-45-24.wav,9,27,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-45-24_27_30.wav,val
channelA_2024-05-28_00-45-24.wav,10,30,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-45-24_30_33.wav,val
channelA_2024-05-28_00-45-24.wav,11,33,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-45-24_33_36.wav,val
channelA_2024-05-28_00-45-24.wav,12,36,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-45-24_36_39.wav,val
channelA_2024-05-28_00-45-24.wav,13,39,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-45-24_39_42.wav,val
channelA_2024-05-28_00-45-24.wav,14,42,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['CLICK'],1,channelA_2024-05-28_00-45-24_42_45.wav,val
channelA_2024-05-28_00-45-24.wav,15,45,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,['UNKNOWN4_GOLPE_150Hz'],1,channelA_2024-05-28_00-45-24_45_48.wav,val
channelA_2024-05-28_00-45-24.wav,16,48,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,channelA_2024-05-28_00-45-24_48_51.wav,val
channelA_2024-05-28_00-45-24.wav,17,51,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['CLICK'],1,channelA_2024-05-28_00-45-24_51_54.wav,val
channelA_2024-05-28_00-45-24.wav,18,54,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"['CLICK', 'UNKNOWN4_GOLPE_150Hz']",2,channelA_2024-05-28_00-45-24_54_57.wav,val
channelA_2024-05-28_00-45-24.wav,19,57,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Breath1KHz', 'CLICK']",2,channelA_2024-05-28_00-45-24_57_60.wav,val
channelA_2024-05-28_00-48-24.wav,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_0_3.wav,val
channelA_2024-05-28_00-48-24.wav,1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_3_6.wav,val
channelA_2024-05-28_00-48-24.wav,2,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_6_9.wav,val
channelA_2024-05-28_00-48-24.wav,3,9,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_9_12.wav,val
channelA_2024-05-28_00-48-24.wav,4,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_12_15.wav,val
channelA_2024-05-28_00-48-24.wav,5,15,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_15_18.wav,val
channelA_2024-05-28_00-48-24.wav,6,18,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_18_21.wav,val
channelA_2024-05-28_00-48-24.wav,7,21,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_21_24.wav,val
channelA_2024-05-28_00-48-24.wav,8,24,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_24_27.wav,val
channelA_2024-05-28_00-48-24.wav,9,27,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_27_30.wav,val
channelA_2024-05-28_00-48-24.wav,10,30,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_30_33.wav,val
channelA_2024-05-28_00-48-24.wav,11,33,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_33_36.wav,val
channelA_2024-05-28_00-48-24.wav,12,36,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_36_39.wav,val
channelA_2024-05-28_00-48-24.wav,13,39,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_39_42.wav,val
channelA_2024-05-28_00-48-24.wav,14,42,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_42_45.wav,val
channelA_2024-05-28_00-48-24.wav,15,45,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_45_48.wav,val
channelA_2024-05-28_00-48-24.wav,16,48,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_48_51.wav,val
channelA_2024-05-28_00-48-24.wav,17,51,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_51_54.wav,val
channelA_2024-05-28_00-48-24.wav,18,54,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_54_57.wav,val
channelA_2024-05-28_00-48-24.wav,19,57,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-48-24_57_60.wav,val
channelA_2024-05-28_00-49-24.wav,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_0_3.wav,val
channelA_2024-05-28_00-49-24.wav,1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_3_6.wav,val
channelA_2024-05-28_00-49-24.wav,2,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['EmbarcacionLejana', 'CLICK']",2,channelA_2024-05-28_00-49-24_6_9.wav,val
channelA_2024-05-28_00-49-24.wav,3,9,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_9_12.wav,val
channelA_2024-05-28_00-49-24.wav,4,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_12_15.wav,val
channelA_2024-05-28_00-49-24.wav,5,15,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_15_18.wav,val
channelA_2024-05-28_00-49-24.wav,6,18,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_18_21.wav,val
channelA_2024-05-28_00-49-24.wav,7,21,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_21_24.wav,val
channelA_2024-05-28_00-49-24.wav,8,24,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_24_27.wav,val
channelA_2024-05-28_00-49-24.wav,9,27,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_27_30.wav,val
channelA_2024-05-28_00-49-24.wav,10,30,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_30_33.wav,val
channelA_2024-05-28_00-49-24.wav,11,33,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_33_36.wav,val
channelA_2024-05-28_00-49-24.wav,12,36,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_36_39.wav,val
channelA_2024-05-28_00-49-24.wav,13,39,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_39_42.wav,val
channelA_2024-05-28_00-49-24.wav,14,42,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_42_45.wav,val
channelA_2024-05-28_00-49-24.wav,15,45,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Breath1KHz', 'EmbarcacionLejana']",2,channelA_2024-05-28_00-49-24_45_48.wav,val
channelA_2024-05-28_00-49-24.wav,16,48,51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Breath1KHz', 'EmbarcacionLejana']",2,channelA_2024-05-28_00-49-24_48_51.wav,val
channelA_2024-05-28_00-49-24.wav,17,51,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['EmbarcacionLejana', 'CLICK']",2,channelA_2024-05-28_00-49-24_51_54.wav,val
channelA_2024-05-28_00-49-24.wav,18,54,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_54_57.wav,val
channelA_2024-05-28_00-49-24.wav,19,57,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['EmbarcacionLejana'],1,channelA_2024-05-28_00-49-24_57_60.wav,val
